HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,325663
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,194690
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,230088
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238053
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,170796
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,451327
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,290265
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,212389
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,94690
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,210619
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,53097
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,258079
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,308849
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,217699
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,353982
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,185840
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,257522
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,211061
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,170796
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,318584
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,198230
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,295575
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,74955
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,367256
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,166371
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,210619
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,70796
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,162831
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176106
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58849
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,367256
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,398230
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,188495
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,84070
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,402654
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,243362
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,37168
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,123893
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,247787
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,181415
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207522
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,175221
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,225663
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,145628
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,314159
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,300884
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,78761
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,278761
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,167964
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,276991
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,235840
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,300884
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,281415
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,371681
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,232743
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,88495
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,247787
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,204424
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,264424
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,176991
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,97345
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,94690
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,346902
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,153982
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,133628
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,245132
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,88495
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,400884
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,107079
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,225663
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,261061
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,362831
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,346902
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,139823
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,89380
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,158407
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,319469
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,150442
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1085,515044
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,376106
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,252212
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,260619
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,137168
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,232743
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,75221
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,446902
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,179646
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,55752
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,184070
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,263716
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,365486
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,343362
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,282566
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,526548
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,265486
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,135398
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,151327
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,139823
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238938
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,181415
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,253982
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,484955
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,123008
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,225663
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,99115
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,265486
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,151769
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,94690
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,163716
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,247787
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,325663
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,246902
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113274
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,557522
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,321238
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,209734
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,193805
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,66371
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,347787
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,158407
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,296460
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,362831
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,256637
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,345132
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,176991
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,161061
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,334513
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,393805
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,185840
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,140265
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,242477
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,200522
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,201769
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,291150
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,236725
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,339035
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,141592
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,131858
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,154867
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,245132
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,325663
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,159292
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,72566
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,292035
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,198256
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238938
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,384955
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,270796
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,336283
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,110619
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,83628
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,203539
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,224778
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,338938
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,333628
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262920
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176106
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,292035
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,154867
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,203539
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132743
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,380530
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,262831
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,238938
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,319469
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,156637
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,304424
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,281415
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,233185
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,56637
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,181415
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,299115
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,349557
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,126548
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,106194
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,181415
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,347787
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,199637
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,59292
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,34070
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,283185
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,243362
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,36283
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,256637
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,333628
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,168141
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,387610
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,214159
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,162831
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,148672
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,230088
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,210619
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,171681
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,156637
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,320353
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,230088
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,411504
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,230088
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,55752
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,206194
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,314159
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,453982
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,198451
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,141592
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,422123
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,59911
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,432743
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,283185
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,274336
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,184070
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131858
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,123893
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433628
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269911
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,388495
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,115044
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,219911
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,113274
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169026
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,180973
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,353982
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,207964
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,267699
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,320353
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,273893
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,495575
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169469
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,307079
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,429203
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,130973
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,348672
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,288495
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,247787
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,272566
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,253097
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207964
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,289380
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,200318
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,344247
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,314159
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,290265
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,327433
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,405309
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,154867
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,261061
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,87610
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,223008
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,101769
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,115044
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,247787
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,147787
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,344247
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,353982
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,181415
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,290707
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,73008
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,289380
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,292035
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,438053
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,207044
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,166371
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,201769
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,255442
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,345132
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,166371
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,115044
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,265486
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,238938
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,423619
